age,gender,height_cm,weight_kg,sit and bend forward_cm,sit-ups counts,class
21,M,176.3,83.5,0.7,57,D
59,F,163.6,62.8,26.4,37,A
28,F,162,56.6,20.8,43,A
31,F,170,56.2,22.2,27,B
21,F,156,43.4,2,14,D
27,F,160.7,57.1,20.5,46,A
50,M,166.5,71.2,18.3,43,C
27,M,165.6,65.6,14.5,43,C
24,M,171.3,60.6,-7.7,33,D
21,M,187.9,114.8,9.1,41,D
28,M,172,68.8,20.2,58,A
23,F,160.5,49.7,33.9,57,A
47,M,168.6,71.5,20.6,47,C
26,F,160.8,56.3,30,33,C
32,M,173.1,70.7,4.2,43,D
35,M,185.6,101.8,2.4,28,D
29,F,160.2,58,23.1,35,A
21,F,165.7,46.3,11.5,33,D
36,M,176.3,73.2,21.1,43,B
60,F,163.2,74.5,19.9,13,B
31,F,160.9,61.6,23.5,46,A
32,F,157.4,50.4,26.8,41,A
53,F,158.4,62.2,27.5,11,D
27,M,181.9,88.8,17.9,46,C
22,M,179,70.8,14.4,48,B
62,F,157.6,57.6,18.2,13,C
39,M,172,74.8,22.3,41,B
59,M,174.9,68.7,21.1,36,C
57,M,167.4,64.8,23.5,36,A
38,M,178.7,73.3,19.2,47,B
36,M,172.4,68.5,22.4,55,A
48,F,168.8,59.7,25.5,45,A
59,M,156.6,64.9,-9.7,22,D
21,M,178.5,85.3,14.8,48,C
54,M,173.6,78.5,4.5,14,D
28,M,176.1,80.5,19,49,B
37,M,171,72.4,11,50,C
27,M,170.2,68.8,15,52,B
56,M,176.8,70.9,10.5,34,B
43,M,164.8,69,16.6,45,A
21,M,179.5,84.9,19.8,42,C
32,F,159.9,53,11.4,32,C
41,M,168.2,70,7.3,49,C
57,M,169.3,67.7,12.3,36,D
48,M,174.1,80.1,19.4,48,C
23,M,178.4,74.84,25.4,55,A
58,M,166.7,73.5,19.7,42,D
22,M,174.4,75.34,17.7,46,C
62,F,154.9,64.3,27.8,6,D
57,F,153.2,50.6,22.4,29,A
30,M,178.4,84.9,16.7,42,C
22,F,156.3,54.9,26.4,41,A
30,M,181.1,64.7,9.7,56,B
42,M,172.9,68,10.4,33,C
25,M,174,77.6,18.6,59,A
32,M,174.2,77.7,13.3,46,B
23,M,172.6,73.8,-3.9,51,D
26,F,162.3,54.3,18.7,43,A
26,M,177.2,77.8,17.8,45,B
31,M,187.3,87.5,9.6,49,B
54,F,160.7,59.8,11.7,10,D
24,M,165.7,55.8,-9.1,4,D
33,M,166.3,79.8,8.1,52,C
26,M,167.4,65.4,7.5,49,C
55,M,165.2,66.5,21.4,46,A
50,F,161.1,57.3,18.8,8,D
24,F,164.9,55.9,16.1,47,B
32,M,171.7,78.5,18.3,68,A
22,M,174.6,92.2,10.5,59,C
25,F,157.8,54,30.8,67,A
25,F,169.3,48.34,24.5,46,A
46,F,161.3,58.4,20,34,A
26,F,164.8,46.8,18.1,30,D
28,F,165.7,86,23.9,29,D
22,F,162.6,49.6,28.6,46,A
63,M,167.9,73,17.7,29,B
21,M,173.7,71.6,18.6,57,A
63,M,172.1,62.3,17.8,24,D
28,M,173.2,73.7,5.3,45,C
23,F,164.6,57,22.3,48,A
24,F,157.7,46,21.5,45,A
23,M,179.5,74.44,23.2,51,B
36,F,153.9,48.1,24.5,25,C
26,F,164.2,58.86,4.8,26,D
64,F,148.2,50.7,26.7,26,A
63,F,153.6,58.2,25,18,C
39,F,148.3,66.56,-9.3,18,D
23,M,165.8,68.9,14.2,45,C
60,F,149.8,57,9.7,0,D
47,M,169.1,64.6,18.1,45,C
60,M,163.9,67.8,3.1,16,D
47,F,158,58.4,19.7,16,C
42,M,173.4,71.1,12.1,38,B
29,M,180,83.9,4.4,41,D
29,M,176.2,72.2,15.4,60,B
22,F,161.8,63.5,34.6,45,B
22,F,153.6,48.5,24.9,47,A
31,F,157,49.3,22.4,40,A
57,M,169.2,73.5,14.8,39,A
23,M,168.1,64.6,13.2,48,B
21,M,174.8,66.9,16.8,48,C
29,F,160.1,52.5,26.3,54,A
23,M,190.8,79.4,-19,30,D
24,F,163.9,70.5,20.6,43,B
37,M,181.3,81.3,31.4,53,A
48,F,157.2,60.6,0.1,2,D
28,M,176.1,81.8,7.5,60,C
51,M,165.1,87.2,6,21,D
36,M,178.6,81.4,18,47,A
29,M,169.5,66.1,19,52,B
28,F,152.8,51.5,15.1,22,D
42,M,172,68,16,46,A
28,M,172.6,73.9,14.3,48,D
31,M,169.3,72.9,18.5,43,B
53,M,167.7,66.4,14.8,29,C
25,M,180.7,76.7,19.4,34,D
59,M,166.9,73.8,15.5,39,A
27,M,173.2,68,5.4,61,C
63,F,154.4,54.5,16.6,14,B
53,M,172.3,71.8,24.9,43,D
23,M,173.4,68.8,-1.8,57,D
22,F,172.7,64.5,26.3,48,B
25,M,181.3,60.7,18,56,B
43,F,151.6,48.1,22,44,C
28,M,174.3,79.9,5,36,D
40,M,175,76.3,15.5,44,B
31,M,175.9,76.6,25.4,65,A
38,M,180.1,71.1,5,43,C
33,M,176.2,73.6,16.8,41,B
41,F,157.8,82.1,5.4,19,D
32,F,156.3,60.8,5.3,13,D
60,F,157.8,59.7,14.5,9,C
23,M,178,69.9,12.5,58,B
63,M,165.4,60.6,21,49,A
21,M,180.2,82.1,12.8,28,D
52,F,153.2,63.24,9.2,23,D
30,M,178.3,77.8,6.9,38,C
21,M,171.5,62.6,17.9,48,C
62,M,170,78.9,7.7,41,B
46,M,162.7,64.1,9,33,C
61,F,147.4,51.3,19.6,14,C
29,M,176.9,80.9,14.3,50,D
27,F,153.6,53.9,23.3,41,A
54,M,172.7,78,9.7,41,B
44,M,169.6,69.1,2.9,49,D
45,F,160.3,49.1,22,30,A
26,M,180.3,81.64,20.7,56,A
21,F,157,56.1,15.2,39,B
26,M,174.1,69.1,19.1,67,A
22,F,164.8,65.4,18.8,37,B
56,F,151.3,50,21.5,21,B
52,M,164.9,65.9,8.7,36,C
44,M,168.8,77.7,12.6,47,B
27,M,169.8,61.9,12.6,52,B
21,F,170,57.8,21.4,34,B
63,M,170,65.9,6.6,22,C
60,M,172.1,70.5,16.5,39,A
21,M,178.8,75.3,7.3,57,C
26,F,159.7,53.3,17.2,30,B
31,F,168.8,62.9,25.1,42,D
35,M,172.7,65.3,23.2,57,B
23,F,158,47.5,21.1,46,A
51,F,154.2,61.6,14.1,8,D
25,F,165.6,54.9,23.5,56,C
49,M,160.9,69.6,9,20,D
22,M,164.5,64.6,18.4,52,B
21,M,175.4,66.12,18.6,59,A
21,M,171.3,83.9,-7.3,45,D
23,M,173.4,59.8,15.5,24,D
36,F,160,49,19,21,C
24,M,176.7,77.2,17,60,A
25,M,172.8,95,5.6,28,D
42,F,153.9,43.82,17.9,23,C
24,F,165.9,54.7,28,40,A
25,F,160.1,53,21.3,40,A
26,M,170.4,68.1,5.9,57,C
27,M,164,59,18.4,62,B
35,F,164.4,57.8,24.5,33,A
50,F,162.9,66.3,20.9,32,A
34,F,155.2,57.7,26.4,36,B
23,M,168,68.2,17.9,71,A
28,M,181.4,79.5,16.4,60,A
51,M,165.7,68,25,41,B
50,F,170.2,58,18,41,B
34,F,166,55.4,23.3,35,B
62,M,165.9,69.9,6.2,22,C
55,F,167.1,66.9,16.9,9,C
26,M,169.4,68.5,20,63,A
50,F,152.4,61.1,15.1,0,D
24,M,177.1,71.96,17.9,55,C
41,M,167.9,71.8,13.4,47,B
32,M,174.9,96.9,20,45,D
28,M,175.7,88.4,6.1,47,D
21,M,179.5,80.3,1.4,55,D
35,M,170.4,76.3,17.9,52,B
45,F,158.2,73.5,21,10,D
40,M,176.5,66.88,15,52,A
51,F,162.9,62.7,18.3,22,B
21,F,157.1,69.9,21.2,48,D
25,F,175.1,59.8,29.1,40,A
41,M,166.3,71.5,7.2,31,D
23,F,169.1,68.5,21.1,47,A
21,F,153.9,59.5,22.6,37,A
26,M,173.5,68.4,15.4,71,A
35,M,171.5,69.9,19.9,60,A
41,M,178.9,69.2,19.1,36,C
23,F,161.2,49.8,24.5,35,C
22,M,176,68.6,9.5,46,C
28,F,176.3,62.7,23.2,45,B
39,F,150,44.06,12.8,2,D
57,M,166.1,63.9,19.2,51,A
29,M,180,88.1,18.9,50,B
32,M,171.5,72.7,4.6,22,D
46,M,175.9,78.9,8.6,42,C
28,M,183.9,106.94,-0.4,25,D
63,M,168.4,74.1,20.8,34,A
28,M,166.9,70.5,8.2,53,C
56,M,176.3,77.2,5.3,45,C
28,M,177.5,69.4,21.3,51,A
45,M,173.6,71.4,27.3,46,A
32,F,172.9,60.8,22.2,34,A
26,M,164.2,59.7,19.7,53,B
24,M,178.7,79.5,6,30,D
29,F,163.7,51.2,29.2,35,B
21,M,177.8,65.1,22.5,53,B
28,F,165.8,56.4,17.2,38,B
55,M,171.4,75.2,10.8,39,B
62,F,156,47,20.3,24,A
39,F,159.6,65.7,3.1,28,D
27,M,177.9,81.4,16.7,51,A
53,M,169.3,76.7,14.3,41,B
62,M,167,71.1,19,30,B
24,M,170.7,69.4,15.6,52,B
34,M,172,69.8,12.1,36,C
24,M,175.1,89.8,1.9,44,D
53,M,170,64.5,10.2,34,B
50,F,162.4,55.7,20.3,36,A
60,F,155.1,51.3,20.6,24,A
41,F,159,52.4,21.5,40,A
25,F,158.7,43.5,19.4,26,C
39,M,177,83,1.3,20,D
21,M,169.7,65.6,18.7,42,C
55,M,163.5,69.5,7.8,39,C
57,F,159.1,53,22.2,25,A
63,F,154.9,60.1,12.2,0,D
50,F,155.4,50,14.9,20,C
56,F,158.5,56.2,20.4,23,A
59,F,159,62.3,20.2,23,D
60,F,152.4,45.3,25.2,42,B
57,F,151,46.1,22.2,21,A
52,F,162.2,57.4,22.2,38,A
36,M,158.7,50.3,9.9,34,C
26,M,173.3,70.2,11.7,34,D
48,M,168,65.8,6.5,38,C
26,M,172.2,70.9,8.8,40,C
21,M,181.7,74.9,22.4,56,B
42,F,162.1,56.3,14.9,28,C
63,M,159.5,52,26.5,52,A
41,M,175.4,71.8,4.6,31,D
61,M,166.8,62.7,12.1,38,A
37,M,171,68,17.8,59,B
27,M,168.7,67.68,17.6,61,A
23,M,172.5,67.8,-20,51,D
23,M,177.3,71.7,18.7,59,A
21,F,161.8,50.3,23.9,43,A
63,M,153.1,39.1,6.6,16,D
59,M,163,66.2,12.8,25,C
32,M,166,73.66,18.1,60,A
27,M,173,90.5,17.4,36,D
28,F,170.9,60.7,19,21,C
30,M,166,63.3,7.7,38,C
30,M,176.5,70.5,11.3,50,B
25,F,160.6,61.3,24.8,46,A
27,M,170,63.18,20.7,66,C
46,M,176.6,68.4,17.3,38,B
31,F,161.1,52.2,19,36,B
37,F,169.7,59.7,26.2,45,A
24,M,171.9,80.1,13.9,41,D
28,F,158.1,55.52,16,42,B
24,F,168.1,60.6,21.6,52,A
63,F,158.7,56.4,23.1,26,A
21,F,159.7,54.4,21,40,A
21,F,167.3,82.3,21.9,41,A
57,F,156,58.78,22.1,19,B
51,F,151.3,56.5,14.7,18,C
26,F,161.5,56.5,22.9,42,A
25,M,170,71.6,10.6,63,C
39,F,169.4,58.6,16.2,33,B
23,M,183.5,96.3,-12.4,22,D
57,F,164.2,56,32.4,47,A
62,M,174.8,73.4,15.1,30,B
48,F,159.8,62.96,10.4,24,D
22,F,167.1,55.5,13.6,38,C
58,M,165,70.8,17.5,14,D
57,F,156,60.4,20,7,D
51,M,174.5,92.2,-4.4,32,D
21,M,170.4,58.6,6.8,48,C
60,F,160.9,63.9,24.5,21,B
55,M,167.4,55.8,20.3,48,A
25,F,169.3,65.3,25.6,55,A
61,M,172.3,69.1,10.3,34,B
30,F,156.1,50.2,23.4,35,A
23,M,171.3,80.4,20.8,53,D
28,M,179.5,73.9,23.3,39,C
56,F,160.8,48.4,20.9,14,C
21,F,155.8,53.7,14,31,C
28,M,178.1,65.5,12,38,D
23,M,172.5,72.8,14.1,55,C
30,M,184.4,82.3,25.3,55,B
21,M,180.2,91,10.2,50,D
25,F,163,67.9,26.2,41,D
22,M,169.1,59.08,15.1,41,D
57,M,165.9,65,11.9,43,B
44,F,172,70.3,22.2,34,B
25,M,174.4,67.6,24.7,41,C
58,M,171.3,74.2,18.8,40,B
23,M,177.6,65.8,12.1,62,B
28,M,167.2,64.5,13.4,51,B
64,F,157.4,52.3,22.4,31,A
49,F,161.2,54.6,15.2,37,D
58,M,171.6,71.5,18,21,D
43,M,180.7,80.1,-0.7,50,D
23,M,180,84,11.8,50,D
31,M,179.3,82,3.6,62,D
26,F,159.2,45.4,14.5,16,D
33,F,151.2,47.1,24.6,38,A
43,F,164.2,55.2,20,53,A
37,M,175,76.7,11.6,34,C
30,M,172.9,64,18,58,A
21,M,180.8,76.2,16.8,52,B
31,M,177.7,106.4,-10,43,D
40,M,173.2,67.7,18.2,57,B
60,F,152.4,53.6,21.9,14,C
40,F,162.1,52.7,18.3,36,B
60,M,165.4,69.2,17.4,10,D
49,M,172.2,73.2,22.8,28,D
39,F,156.4,52.4,19.5,28,C
24,M,176.3,73,21.1,59,A
24,M,177.2,75.4,25.9,56,A
61,F,152.4,61.4,23.8,0,D
25,M,175.9,69.02,15.9,54,A
41,F,162.6,55,21.8,26,B
63,F,151.6,58,21.4,0,D
24,M,179.5,75.4,17,64,B
21,M,164.5,58.2,-7.5,25,D
21,M,178,69.8,9.3,64,C
48,M,170.4,74.8,6.1,51,C
49,F,158.4,56.68,22.5,6,D
49,M,173.3,81.7,18.5,33,D
55,F,153.4,63.2,2.6,6,D
64,F,155,50,20.3,20,A
21,M,169.5,76.1,20.9,55,A
21,F,158.6,55.9,10.2,42,C
48,M,170.9,62.2,18.7,50,B
32,F,163,51.6,26.2,40,B
26,M,177,83.6,24,49,B
28,M,177.2,83.5,-13.5,54,D
47,F,169.3,51.9,12.7,30,C
23,F,158.6,56.7,21.6,20,D
31,M,177.9,83.6,10.1,61,C
21,M,171.2,62,19,24,D
55,F,158.4,55.7,20.1,14,C
41,F,157.7,73.5,10.1,8,D
26,F,164.2,50.9,16.2,36,B
26,M,178.7,64.7,3,30,D
47,M,172.8,72,19.3,45,A
22,M,162.7,65.7,11.4,56,C
45,M,163.5,88.4,-1.2,15,D
61,M,160.7,67.5,13.7,37,A
34,M,172.8,69.28,19,42,B
58,M,177.3,72.2,11.2,29,D
21,F,155,51,15.1,30,C
55,F,161.4,48.9,13.5,31,C
31,M,171.7,70.9,16.4,38,C
38,M,172.4,98.9,1.7,31,D
30,M,172.3,78.3,-2.6,37,D
31,M,183.8,84.9,15.5,50,A
24,F,164.8,51.5,17.3,45,B
60,M,169.2,77.5,9.8,51,B
22,M,179.5,73.3,7.7,43,C
29,M,175.4,74.4,23.5,48,B
23,M,174.4,71.5,18.1,53,C
25,M,174,75,15.5,44,C
43,F,157.3,55.2,23,22,C
23,M,160,65.3,-3.4,29,D
28,F,160.8,66.74,15.8,28,D
49,F,158.1,49.2,20.8,33,A
44,F,159.9,52.7,14.8,38,C
45,M,184.3,88.3,17.9,32,D
47,M,174.4,86.5,-0.4,30,D
64,F,157.4,55.1,14.6,11,C
26,M,174.7,90.1,25,66,A
42,M,169.5,77.5,11.2,37,C
44,M,169.5,66.48,8.9,36,C
23,F,166.8,61.6,14.5,20,D
39,M,171,75.5,14.6,43,B
41,M,166.2,58.8,12.3,32,C
27,M,176.1,75.4,19.2,61,A
59,M,169.5,68.8,7.4,30,C
52,M,165.9,71.8,5.6,37,C
25,F,164,62.6,11.1,30,C
42,M,171,72.2,9.5,24,D
45,F,162,58.1,28.4,26,B
45,M,169.3,74,12.7,38,B
44,M,172,79.3,11.4,48,B
54,M,174.5,73.7,16.8,45,C
60,M,180.5,64.9,16.6,31,A
34,F,155.8,44.5,21.3,35,A
21,M,177.8,63.1,19,58,B
23,F,167.5,52.4,12.8,19,D
40,M,176.7,73,6.2,35,D
30,M,180.4,74.3,18,36,C
38,M,171.1,69.2,9.5,43,B
40,F,165.4,64.2,19.8,32,D
23,M,181.4,102,16.1,38,D
30,M,170,74.74,15,55,A
28,M,173.9,80.1,18.1,61,B
27,M,181.6,83.1,5.5,53,C
39,M,169.4,74.3,16.9,57,A
37,M,184.8,89.4,24.3,58,A
29,F,165.8,57.9,24.8,52,B
21,M,187.4,104.9,5,38,D
22,F,165.8,48.1,20.7,35,B
58,F,155.9,50.9,29.1,17,C
29,M,179.6,87.8,17.6,45,B
32,M,180.2,58.44,22.9,38,D
27,M,175.1,82.7,19.2,62,C
53,F,161.1,70.5,22.6,9,D
61,F,154.9,56.3,25.3,30,A
56,F,152,49.3,12.9,15,C
28,M,182.8,85,8.5,45,D
28,M,173.5,82.44,19.9,46,C
23,F,160.2,56.8,28.2,48,A
26,M,179.5,97.6,-13.6,32,D
26,F,160.1,56.3,26.4,48,B
21,F,161.9,49,21,31,C
41,F,166.5,56.5,35.2,32,A
63,M,175.2,76.4,11.2,37,C
43,M,173,83.1,7.4,41,D
36,M,176.4,79.3,18.5,51,D
27,M,172.5,63.6,13.6,45,B
58,M,174.9,79.2,11.5,53,B
22,M,171.3,67,6.6,48,C
23,F,161.7,52.2,19.4,47,B
56,M,176.3,66.5,17.6,50,A
61,F,157,54.9,12.2,17,C
63,M,170.7,76.84,9.6,30,C
22,M,183.8,66.4,21.8,52,B
60,F,152.6,52.8,20.4,10,C
64,F,154.4,49.5,15.6,21,C
23,M,170.7,68.08,1.6,44,D
25,M,176,74.8,20.5,45,B
33,F,161.9,54.1,17.8,44,B
25,M,173.8,83.6,28.6,53,A
61,M,170.5,71.3,10.4,36,C
23,M,169.9,61.6,19.7,44,C
31,F,165,54.7,-1.1,32,D
39,M,177.3,66.8,15.2,54,A
61,M,165.2,73.7,8.7,25,B
45,M,171.4,71.3,13.9,40,B
32,M,179.4,80.7,12.7,47,C
62,M,161.3,55.1,17.2,25,B
27,M,182.8,96.3,9.2,30,D
43,F,165.2,55.6,12.7,35,C
49,M,178,78.7,19,41,C
60,M,166.6,62.1,14.6,31,A
32,M,168.8,62.7,14.9,39,C
29,M,182.3,85.5,12.2,43,D
23,M,180.9,77.1,10,43,C
22,M,180.2,92.2,21.5,64,A
21,M,165,61.4,8,59,C
29,M,171,68.6,34.6,60,C
57,M,174.3,80.4,23.9,29,B
46,F,164.3,71.2,10.5,21,D
24,M,182.1,92.8,9,50,D
54,M,166.2,63.2,13,53,B
61,M,164.6,70.4,11.5,26,C
63,M,171.2,76.8,8.7,30,D
38,F,151.3,46.6,19.3,38,C
54,F,155.8,65.06,15.3,23,D
64,M,170.9,64.3,3.8,31,C
21,F,168.9,55.3,17.2,45,B
21,M,175.1,63.9,10,51,C
22,M,175.5,64.5,19.1,45,C
40,M,174.1,71.1,22.9,65,A
21,F,162.5,49.5,18.4,22,D
60,M,163.2,68.94,11.2,27,C
56,M,175.2,79.3,15.5,30,C
29,F,167.8,72.9,20.2,41,B
31,F,161.2,53.8,31.2,44,A
64,M,171.5,72.8,11.8,41,B
62,F,158.6,54.6,24.5,19,A
24,M,177.1,79.5,17.9,57,C
36,M,176,89.8,13.2,44,C
43,F,159.6,58.1,19.8,30,B
22,M,181.9,78,16.4,60,A
35,M,181.3,78.6,21.5,39,C
53,F,171.8,65.2,30,51,A
60,F,156.5,50.54,22,13,C
25,F,168.2,61,20.9,46,A
21,F,160.4,53.8,20.1,45,A
32,F,162.3,50.8,18.8,52,A
24,M,175.8,81.8,6,43,D
61,F,153.7,59,18.6,12,B
62,F,149.1,57,22.6,18,B
21,F,160.6,62.9,13.9,44,C
29,F,153.6,46.2,24.3,41,A
22,M,175.4,61.7,14.9,48,B
22,M,171.7,77.2,17,64,B
42,M,169.3,74.72,11.7,44,B
49,F,149.8,42.6,14,23,C
53,F,162.7,64.2,13,23,C
52,F,149.4,53.3,22.7,15,C
22,M,182.9,70.5,11.3,48,B
21,M,180.2,80.3,10.4,53,C
25,F,162.1,73.6,14,41,B
46,M,162.8,78.2,21.4,27,D
24,M,174.1,90.7,11.1,27,D
26,M,177.4,78.7,14.5,54,B
59,M,175.6,79.7,15.2,31,C
62,M,171,70.1,10,49,B
35,F,158.9,52.4,18.5,49,B
41,F,161,54.5,12.2,20,C
55,F,156.4,51.6,16.8,20,D
21,F,160.2,56.3,5.4,20,D
56,M,169.6,67.6,19.7,37,A
23,M,179,87.4,12.4,50,D
23,M,181.7,91,4.3,51,D
27,M,177.3,77.08,10.7,59,B
36,M,182.4,89.3,10,35,C
54,M,174.5,72.4,5.2,22,D
40,M,178.6,71.4,20,45,A
41,F,161.8,57.6,18.6,33,B
28,M,177.2,73.6,8.3,42,C
30,F,157.7,54.3,15.2,41,B
64,M,170.8,71.2,10.4,50,B
60,M,167.8,69.3,13.7,37,A
25,M,181.1,78.5,19.5,65,C
28,M,177,79.9,11.5,39,C
38,M,177.4,81.6,16.5,51,C
62,M,176.1,64.76,14.4,32,A
48,F,158.8,66.1,20.6,13,D
31,M,172.5,83.4,4.7,50,C
46,M,173.2,74,12.2,44,C
51,M,173.8,68.7,11.2,38,B
50,M,182.3,80.3,17.9,34,B
35,M,163,59.3,33.1,45,A
30,F,161.8,59.4,24.6,43,A
25,M,174.5,67.5,5.1,47,D
47,F,156.3,48.6,18.8,43,B
23,F,163.8,52.7,26,27,C
61,M,174.5,81,10.2,42,B
21,F,162,50.8,24.6,50,A
30,F,167,52.9,15.4,33,B
27,M,172.8,70.2,23.8,52,A
24,F,161.1,52.6,26.2,57,A
39,M,172.7,78.2,12.4,33,C
25,M,172.4,67.3,16.9,58,A
40,M,167.9,62.9,16.7,33,D
59,M,161.1,68.6,17.5,30,D
22,F,165.6,52.58,20.9,42,A
55,M,170,79.9,21.1,30,D
40,M,178.5,70.6,14.8,62,A
54,F,160.4,54.2,16.4,28,B
24,F,158,49.6,26.9,48,A
32,M,170.3,93.5,10.6,38,D
35,M,175.5,74.5,20.9,52,A
21,M,167.9,61.5,16.3,60,B
46,M,177.1,79.2,16.2,38,B
49,F,160.8,59.7,13.7,30,C
26,F,158.9,52.1,15.4,37,B
64,F,152.2,55.1,18.1,25,B
25,M,176,68,21.1,75,A
53,M,169.1,74.3,20.1,32,C
37,M,177.7,83.4,-2.9,48,D
55,F,154.6,60.4,6.2,9,D
63,F,153.2,53,13.6,30,C
60,M,156.9,63.2,21,32,A
23,F,159.5,55.9,20,24,C
30,M,176.5,85.9,28.5,60,A
62,M,181.7,81.7,18.3,26,C
21,F,164.5,66.7,16,36,B
60,M,165.6,70.3,14.3,32,A
36,F,157.8,57.5,23,42,B
28,F,157.9,52.3,19.4,57,B
23,F,155.5,48.46,18.4,38,B
30,M,168.9,74,17.7,45,D
26,M,176.2,83.6,5.9,43,C
26,M,173.9,85.1,9,57,D
22,F,164.6,71,15.6,37,B
40,M,178.5,80.1,28.8,70,A
31,M,178.3,68.9,14.6,46,B
46,M,174.5,65.3,17.3,49,A
31,M,165.6,60.8,13.6,52,B
23,M,172.7,61.8,12.7,63,B
41,F,148.6,45.7,12.3,23,C
23,M,173,63.7,21.3,44,C
61,F,158.9,59.2,12.6,18,D
23,M,177.6,74.6,14.2,44,D
42,M,162,60.38,17.2,33,C
39,M,174.5,66,9.2,44,C
44,M,179.3,69.2,-20,23,D
21,F,158.4,46.4,23,41,C
22,M,174.1,70,27.8,57,A
52,M,173.4,81.2,-2.3,29,D
38,F,172.1,57.5,30.4,32,A
23,M,179.3,82.3,18.7,53,B
25,M,183.9,98.4,20.5,45,B
38,F,159.7,57.8,1,30,D
37,M,181.1,67.8,15.9,43,B
23,M,168.9,66.96,8.2,45,C
38,M,172.3,80.4,15.6,43,B
21,F,161.2,49.8,17.9,39,B
23,F,164.4,64.3,23.4,43,A
47,F,158,55.6,22.9,52,A
34,M,181.4,88.9,10.2,47,C
30,M,173,74.12,5.9,45,C
46,M,175.9,83.1,8.4,46,C
46,M,155,59.8,7,3,D
41,M,170.5,69.7,18.6,38,B
61,M,176.4,70.18,5.6,26,C
36,M,176,67.5,2.6,44,D
27,F,158.8,47.7,14,21,D
55,F,165.7,65.8,12.8,39,C
64,F,156.4,47.6,22.9,28,A
28,M,171.7,65.98,5.5,46,C
50,M,182.4,77.2,14.6,62,B
23,F,166.1,64.9,25.6,45,B
29,M,181.2,100.8,10.6,50,D
32,M,170,71.6,20.5,41,C
31,M,175.2,73.9,21,52,A
36,M,176.8,106.6,13.9,25,D
46,M,169.7,62.6,10.3,36,B
37,M,173.9,78.2,11.9,46,C
54,F,150.5,52.3,25.3,24,A
58,F,158.8,60.3,23.4,30,A
21,F,162.2,59.8,20.6,44,A
28,M,163.6,62.4,18.8,67,A
28,M,177.4,87,21.2,48,C
28,M,176.5,87.2,13.9,57,B
21,F,153.5,52.7,-3,19,D
58,F,154.2,52.98,21.9,37,A
25,M,175,72,20,62,A
62,M,161,66.5,9.1,34,B
21,F,165.9,48.5,27.5,44,B
37,M,175.4,79.3,10,39,D
28,M,175.8,65.08,16.7,59,A
23,F,161.5,62.9,14.3,37,C
29,M,173.5,60.6,22.2,55,A
42,M,180,75.4,19.3,37,C
52,M,177.4,75.5,4,27,D
26,M,174.5,73.5,11.2,38,C
26,F,158.3,59.3,24.4,46,A
61,F,153.4,52,18.7,17,C
29,F,160.7,53.8,23.5,36,C
53,M,167.8,75.3,13.8,33,D
31,F,167.4,74.3,26,23,D
60,M,170.8,71.1,13.3,50,A
24,M,179.5,78.5,12.5,47,C
25,M,171.4,74.5,15.3,42,C
35,M,171,66.6,20.1,45,A
64,M,164.5,69.1,0.2,21,D
37,M,172.2,81.1,12.6,34,C
47,M,161.8,58.92,6.7,53,C
26,M,177.4,70.6,16.8,53,B
57,F,148.1,35.9,24.2,30,A
61,M,169.2,86.3,13.6,27,D
25,M,177.2,71.4,14.2,48,B
27,M,169,83,15.8,36,D
28,M,176.4,83.1,-0.3,37,D
44,M,175.1,63.4,19.9,43,B
23,M,177.1,74.2,23.4,57,B
42,F,154.2,51.6,17.5,24,C
55,M,173,77.8,14.2,40,C
64,M,170.3,77.7,12.5,38,A
26,M,172.8,71.3,20,47,D
32,M,175.2,84.3,14.3,53,B
64,F,169,63.7,22,27,A
54,F,159.2,53.5,21.9,35,A
63,M,172.9,68.2,7.6,32,B
59,M,165.9,64.2,12.6,51,B
26,F,158.4,54.7,20.4,36,B
22,M,174,80.2,26.6,61,A
57,F,163,56,28,25,B
49,F,161.5,56.2,17,14,D
60,F,147.5,53.1,14.9,19,C
31,M,172.3,76,18.8,52,C
30,M,169.5,68.7,15.1,68,B
34,M,164.4,67.3,10.6,41,B
45,M,174.8,77.1,-7.4,29,D
63,F,155.3,64.8,14,12,D
48,F,154.3,60.4,13.2,21,D
49,M,164.5,67.44,14.6,30,C
56,M,176.9,72.3,15.4,40,B
49,F,156,53.1,32.4,40,A
22,F,161,53.3,20,55,A
32,M,178.7,70,22,57,A
25,M,180,67.2,16.7,62,A
39,M,177.7,68.6,2.8,44,D
62,M,166.2,75,21.9,35,B
28,M,180.6,66.6,4.4,53,D
36,F,156.6,61,18.6,26,C
54,M,173.9,75.2,2.1,39,D
58,F,160.7,58,13,17,C
22,M,178.4,81.9,1.3,61,D
42,M,169.9,72.3,28.3,62,A
22,M,171.1,67.7,32,55,C
31,M,170.1,77.5,12.3,52,D
47,M,169,78.3,37,37,C
24,F,150.7,52.46,19.8,31,B
64,F,156.7,60.2,16.5,7,C
24,F,163.5,68.1,12.8,42,D
51,M,171.3,74.1,7.7,45,C
29,F,163.2,56,23.2,35,B
62,M,167.9,70.3,18.6,44,A
52,M,162.9,63.7,16.4,40,B
60,M,170.3,75.18,2.9,26,D
24,F,162.6,58,25,39,A
27,M,180.7,81.1,11.4,40,C
28,F,164.9,52.2,8,43,D
27,M,175,65.3,15.3,60,A
59,M,172,73.1,5.8,36,C
38,M,178.7,88.2,22,49,B
29,M,166.2,82.3,21.7,49,C
